Period,Ratio,Group,Keyword,Gender
2023-01-01,0.75288,60,사과즙,Female
2023-02-01,0.07528,10,사과즙,Female
2023-02-01,1.42002,20,사과즙,Female
2023-02-01,5.27856,30,사과즙,Female
2023-02-01,7.2047,40,사과즙,Female
2023-02-01,2.74176,50,사과즙,Female
2023-02-01,0.48101,60,사과즙,Female
2023-03-01,0.06064,10,사과즙,Female
2023-03-01,4.91885,20,사과즙,Female
2023-03-01,10.56759,30,사과즙,Female
2023-03-01,14.14798,40,사과즙,Female
2023-03-01,6.19876,50,사과즙,Female
2023-03-01,0.75497,60,사과즙,Female
2023-04-01,0.05646,10,사과즙,Female
2023-04-01,1.29036,20,사과즙,Female
2023-04-01,5.34549,30,사과즙,Female
2023-04-01,7.52049,40,사과즙,Female
2023-04-01,2.64764,50,사과즙,Female
2023-04-01,0.68178,60,사과즙,Female
2023-05-01,0.03137,10,사과즙,Female
2023-05-01,1.05613,20,사과즙,Female
2023-05-01,5.50443,30,사과즙,Female
2023-05-01,8.17717,40,사과즙,Female
2023-05-01,2.59536,50,사과즙,Female
2023-05-01,0.67341,60,사과즙,Female
2023-06-01,0.07319,10,사과즙,Female
2023-06-01,1.0394,20,사과즙,Female
2023-06-01,5.51698,30,사과즙,Female
2023-06-01,8.30893,40,사과즙,Female
2023-06-01,2.64137,50,사과즙,Female
2023-06-01,0.55629,60,사과즙,Female
2023-07-01,0.05019,10,사과즙,Female
2023-07-01,0.82608,20,사과즙,Female
2023-07-01,3.86899,30,사과즙,Female
2023-07-01,5.78467,40,사과즙,Female
2023-07-01,1.96586,50,사과즙,Female
2023-07-01,0.46846,60,사과즙,Female
2018-01-01,0.83427,10,사과즙,Male
2018-01-01,11.79298,20,사과즙,Male
2018-01-01,26.00395,30,사과즙,Male
2018-01-01,11.32635,40,사과즙,Male
2018-01-01,8.59728,50,사과즙,Male
2018-01-01,0.97567,60,사과즙,Male
2018-02-01,0.46662,10,사과즙,Male
2018-02-01,12.9949,20,사과즙,Male
2018-02-01,25.4242,30,사과즙,Male
2018-02-01,12.5707,40,사과즙,Male
2018-02-01,4.04411,50,사과즙,Male
2018-02-01,1.07466,60,사과즙,Male
2018-03-01,0.52319,10,사과즙,Male
2018-03-01,13.82918,20,사과즙,Male
2018-03-01,28.11085,30,사과즙,Male
2018-03-01,15.54015,40,사과즙,Male
2018-03-01,8.48416,50,사과즙,Male
2018-03-01,0.90497,60,사과즙,Male
2018-04-01,0.82013,10,사과즙,Male
2018-04-01,16.17647,20,사과즙,Male
2018-04-01,33.14479,30,사과즙,Male
2018-04-01,14.11199,40,사과즙,Male
2018-04-01,6.02375,50,사과즙,Male
2018-04-01,1.2302,60,사과즙,Male
2018-05-01,0.26866,10,사과즙,Male
2018-05-01,12.7828,20,사과즙,Male
2018-05-01,27.13518,30,사과즙,Male
2018-05-01,11.46776,40,사과즙,Male
2018-05-01,4.48246,50,사과즙,Male
2018-05-01,0.82013,60,사과즙,Male
2018-06-01,0.38178,10,사과즙,Male
2018-06-01,11.17081,20,사과즙,Male
2018-06-01,20.81447,30,사과즙,Male
2018-06-01,9.21945,40,사과즙,Male
2018-06-01,3.81787,50,사과즙,Male
2018-06-01,0.86255,60,사과즙,Male
2018-07-01,0.29694,10,사과즙,Male
2018-07-01,10.27997,20,사과즙,Male
2018-07-01,20.53167,30,사과즙,Male
2018-07-01,8.04581,40,사과즙,Male
2018-07-01,1.92307,50,사과즙,Male
2018-07-01,0.76357,60,사과즙,Male
2018-08-01,0.45248,10,사과즙,Male
2018-08-01,10.40723,20,사과즙,Male
2018-08-01,24.85859,30,사과즙,Male
2018-08-01,9.75678,40,사과즙,Male
2018-08-01,2.20588,50,사과즙,Male
2018-08-01,0.80599,60,사과즙,Male
2018-09-01,0.4949,10,사과즙,Male
2018-09-01,12.00509,20,사과즙,Male
2018-09-01,24.27884,30,사과즙,Male
2018-09-01,11.11425,40,사과즙,Male
2018-09-01,3.56334,50,사과즙,Male
2018-09-01,1.01809,60,사과즙,Male
2018-10-01,0.65045,10,사과즙,Male
2018-10-01,11.75056,20,사과즙,Male
2018-10-01,22.69513,30,사과즙,Male
2018-10-01,9.75678,40,사과즙,Male
2018-10-01,5.06221,50,사과즙,Male
2018-10-01,0.59389,60,사과즙,Male
2018-11-01,0.62217,10,사과즙,Male
2018-11-01,11.63744,20,사과즙,Male
2018-11-01,24.25056,30,사과즙,Male
2018-11-01,11.12839,40,사과즙,Male
2018-11-01,5.59954,50,사과즙,Male
2018-11-01,0.73529,60,사과즙,Male
2018-12-01,0.55147,10,사과즙,Male
2018-12-01,10.93042,20,사과즙,Male
2018-12-01,20.8569,30,사과즙,Male
2018-12-01,11.11425,40,사과즙,Male
2018-12-01,4.52488,50,사과즙,Male
2018-12-01,0.96153,60,사과즙,Male
2019-01-01,0.43834,10,사과즙,Male
2019-01-01,11.19909,20,사과즙,Male
2019-01-01,30.96719,30,사과즙,Male
2019-01-01,13.20701,40,사과즙,Male
2019-01-01,6.90045,50,사과즙,Male
2019-01-01,2.06447,60,사과즙,Male
2019-02-01,0.11312,10,사과즙,Male
2019-02-01,9.16289,20,사과즙,Male
2019-02-01,24.81617,30,사과즙,Male
2019-02-01,11.87782,40,사과즙,Male
2019-02-01,4.38348,50,사과즙,Male
2019-02-01,0.96153,60,사과즙,Male
2019-03-01,0.2828,10,사과즙,Male
2019-03-01,11.694,20,사과즙,Male
2019-03-01,29.52488,30,사과즙,Male
2019-03-01,18.50961,40,사과즙,Male
2019-03-01,6.49038,50,사과즙,Male
2019-03-01,1.54128,60,사과즙,Male
2019-04-01,0.2121,10,사과즙,Male
2019-04-01,9.21945,20,사과즙,Male
2019-04-01,23.30316,30,사과즙,Male
2019-04-01,14.57861,40,사과즙,Male
2019-04-01,5.47228,50,사과즙,Male
2019-04-01,2.43212,60,사과즙,Male
2019-05-01,0.2121,10,사과즙,Male
2019-05-01,9.09219,20,사과즙,Male
2019-05-01,22.93552,30,사과즙,Male
2019-05-01,11.694,40,사과즙,Male
2019-05-01,4.14309,50,사과즙,Male
2019-05-01,2.06447,60,사과즙,Male
2019-06-01,0.12726,10,사과즙,Male
2019-06-01,9.33257,20,사과즙,Male
2019-06-01,19.38631,30,사과즙,Male
2019-06-01,12.01923,40,사과즙,Male
2019-06-01,4.22794,50,사과즙,Male
2019-06-01,1.41402,60,사과즙,Male
2019-07-01,0.1414,10,사과즙,Male
2019-07-01,8.11651,20,사과즙,Male
2019-07-01,21.9457,30,사과즙,Male
2019-07-01,13.5888,40,사과즙,Male
2019-07-01,4.96323,50,사과즙,Male
2019-07-01,1.28676,60,사과즙,Male
2019-08-01,0.08484,10,사과즙,Male
2019-08-01,12.65554,20,사과즙,Male
2019-08-01,28.95927,30,사과즙,Male
2019-08-01,14.19683,40,사과즙,Male
2019-08-01,5.17533,50,사과즙,Male
2019-08-01,1.10294,60,사과즙,Male
2019-09-01,0.19796,10,사과즙,Male
2019-09-01,14.77658,20,사과즙,Male
2019-09-01,37.30203,30,사과즙,Male
2019-09-01,21.80429,40,사과즙,Male
2019-09-01,7.79128,50,사과즙,Male
2019-09-01,1.90893,60,사과즙,Male
2019-10-01,0.43834,10,사과즙,Male
2019-10-01,15.18665,20,사과즙,Male
2019-10-01,37.9242,30,사과즙,Male
2019-10-01,23.14762,40,사과즙,Male
2019-10-01,7.4095,50,사과즙,Male
2019-10-01,1.54128,60,사과즙,Male
2019-11-01,0.36764,10,사과즙,Male
2019-11-01,17.98642,20,사과즙,Male
2019-11-01,38.00904,30,사과즙,Male
2019-11-01,22.93552,40,사과즙,Male
2019-11-01,6.90045,50,사과즙,Male
2019-11-01,1.79581,60,사과즙,Male
2019-12-01,0.32522,10,사과즙,Male
2019-12-01,17.8733,20,사과즙,Male
2019-12-01,42.81674,30,사과즙,Male
2019-12-01,29.46832,40,사과즙,Male
2019-12-01,10.12443,50,사과즙,Male
2019-12-01,2.71493,60,사과즙,Male
2020-01-01,0.24038,10,사과즙,Male
2020-01-01,15.25735,20,사과즙,Male
2020-01-01,42.27941,30,사과즙,Male
2020-01-01,31.6742,40,사과즙,Male
2020-01-01,10.888,50,사과즙,Male
2020-01-01,2.91289,60,사과즙,Male
2020-02-01,0.4242,10,사과즙,Male
2020-02-01,12.76866,20,사과즙,Male
2020-02-01,38.97058,30,사과즙,Male
2020-02-01,24.78789,40,사과즙,Male
2020-02-01,8.10237,50,사과즙,Male
2020-02-01,2.26244,60,사과즙,Male
2020-03-01,0.50904,10,사과즙,Male
2020-03-01,16.61481,20,사과즙,Male
2020-03-01,41.57239,30,사과즙,Male
2020-03-01,31.03789,40,사과즙,Male
2020-03-01,8.86595,50,사과즙,Male
2020-03-01,3.32296,60,사과즙,Male
2020-04-01,0.4242,10,사과즙,Male
2020-04-01,16.61481,20,사과즙,Male
2020-04-01,42.22285,30,사과즙,Male
2020-04-01,26.58371,40,사과즙,Male
2020-04-01,9.31843,50,사과즙,Male
2020-04-01,3.6199,60,사과즙,Male
2020-05-01,0.33936,10,사과즙,Male
2020-05-01,12.58484,20,사과즙,Male
2020-05-01,40.21493,30,사과즙,Male
2020-05-01,29.10067,40,사과즙,Male
2020-05-01,9.45984,50,사과즙,Male
2020-05-01,3.63404,60,사과즙,Male
2020-06-01,0.1414,10,사과즙,Male
2020-06-01,12.65554,20,사과즙,Male
2020-06-01,34.23359,30,사과즙,Male
2020-06-01,26.66855,40,사과즙,Male
2020-06-01,7.94683,50,사과즙,Male
2020-06-01,3.46436,60,사과즙,Male
2020-07-01,0.50904,10,사과즙,Male
2020-07-01,11.6233,20,사과즙,Male
2020-07-01,29.07239,30,사과즙,Male
2020-07-01,21.66289,40,사과즙,Male
2020-07-01,6.08031,50,사과즙,Male
2020-07-01,2.67251,60,사과즙,Male
2020-08-01,0.39592,10,사과즙,Male
2020-08-01,9.5164,20,사과즙,Male
2020-08-01,34.29015,30,사과즙,Male
2020-08-01,21.29524,40,사과즙,Male
2020-08-01,6.64592,50,사과즙,Male
2020-08-01,2.57352,60,사과즙,Male
2020-09-01,0.76357,10,사과즙,Male
2020-09-01,12.74038,20,사과즙,Male
2020-09-01,39.53619,30,사과즙,Male
2020-09-01,28.64819,40,사과즙,Male
2020-09-01,9.21945,50,사과즙,Male
2020-09-01,2.48868,60,사과즙,Male
2020-10-01,0.36764,10,사과즙,Male
2020-10-01,12.91006,20,사과즙,Male
2020-10-01,37.68382,30,사과즙,Male
2020-10-01,26.35746,40,사과즙,Male
2020-10-01,9.20531,50,사과즙,Male
2020-10-01,3.81787,60,사과즙,Male
2020-11-01,0.45248,10,사과즙,Male
2020-11-01,15.86538,20,사과즙,Male
2020-11-01,44.9095,30,사과즙,Male
2020-11-01,32.97511,40,사과즙,Male
2020-11-01,10.13857,50,사과즙,Male
2020-11-01,3.63404,60,사과즙,Male
2020-12-01,0.65045,10,사과즙,Male
2020-12-01,17.18042,20,사과즙,Male
2020-12-01,49.73133,30,사과즙,Male
2020-12-01,37.37273,40,사과즙,Male
2020-12-01,11.39705,50,사과즙,Male
2020-12-01,4.18552,60,사과즙,Male
2021-01-01,0.67873,10,사과즙,Male
2021-01-01,16.58653,20,사과즙,Male
2021-01-01,50.45248,30,사과즙,Male
2021-01-01,42.85916,40,사과즙,Male
2021-01-01,15.18665,50,사과즙,Male
2021-01-01,6.03789,60,사과즙,Male
2021-02-01,0.57975,10,사과즙,Male
2021-02-01,12.65554,20,사과즙,Male
2021-02-01,38.70192,30,사과즙,Male
2021-02-01,28.56334,40,사과즙,Male
2021-02-01,10.69004,50,사과즙,Male
2021-02-01,4.08653,60,사과즙,Male
2021-03-01,0.55147,10,사과즙,Male
2021-03-01,12.93834,20,사과즙,Male
2021-03-01,44.18834,30,사과즙,Male
2021-03-01,35.36481,40,사과즙,Male
2021-03-01,12.17477,50,사과즙,Male
2021-03-01,4.97737,60,사과즙,Male
2021-04-01,0.16968,10,사과즙,Male
2021-04-01,10.33653,20,사과즙,Male
2021-04-01,38.85746,30,사과즙,Male
2021-04-01,28.91685,40,사과즙,Male
2021-04-01,8.80938,50,사과즙,Male
2021-04-01,2.89875,60,사과즙,Male
2021-05-01,0.25452,10,사과즙,Male
2021-05-01,10.03959,20,사과즙,Male
2021-05-01,34.94061,30,사과즙,Male
2021-05-01,26.88065,40,사과즙,Male
2021-05-01,8.32861,50,사과즙,Male
2021-05-01,2.88461,60,사과즙,Male
2021-06-01,0.0707,10,사과즙,Male
2021-06-01,8.27205,20,사과즙,Male
2021-06-01,32.81957,30,사과즙,Male
2021-06-01,28.74717,40,사과즙,Male
2021-06-01,6.40554,50,사과즙,Male
2021-06-01,2.64423,60,사과즙,Male
2021-07-01,0.31108,10,사과즙,Male
2021-07-01,8.96493,20,사과즙,Male
2021-07-01,27.70079,30,사과즙,Male
2021-07-01,24.83031,40,사과즙,Male
2021-07-01,8.01753,50,사과즙,Male
2021-07-01,2.71493,60,사과즙,Male
2021-08-01,0.63631,10,사과즙,Male
2021-08-01,8.4276,20,사과즙,Male
2021-08-01,28.83201,30,사과즙,Male
2021-08-01,29.4966,40,사과즙,Male
2021-08-01,7.89027,50,사과즙,Male
2021-08-01,2.48868,60,사과즙,Male
2021-09-01,0.43834,10,사과즙,Male
2021-09-01,8.80938,20,사과즙,Male
2021-09-01,25.19796,30,사과즙,Male
2021-09-01,24.98585,40,사과즙,Male
2021-09-01,5.61368,50,사과즙,Male
2021-09-01,2.06447,60,사과즙,Male
2021-10-01,0.2828,10,사과즙,Male
2021-10-01,8.20135,20,사과즙,Male
2021-10-01,24.57579,30,사과즙,Male
2021-10-01,27.72907,40,사과즙,Male
2021-10-01,9.02149,50,사과즙,Male
2021-10-01,3.23812,60,사과즙,Male
2021-11-01,0.15554,10,사과즙,Male
2021-11-01,8.99321,20,사과즙,Male
2021-11-01,28.77545,30,사과즙,Male
2021-11-01,26.11708,40,사과즙,Male
2021-11-01,8.03167,50,사과즙,Male
2021-11-01,3.08257,60,사과즙,Male
2021-12-01,0.25452,10,사과즙,Male
2021-12-01,9.375,20,사과즙,Male
2021-12-01,30.95305,30,사과즙,Male
2021-12-01,30.03393,40,사과즙,Male
2021-12-01,9.82748,50,사과즙,Male
2021-12-01,2.94117,60,사과즙,Male
2022-01-01,0.25452,10,사과즙,Male
2022-01-01,9.53054,20,사과즙,Male
2022-01-01,29.65214,30,사과즙,Male
2022-01-01,35.27997,40,사과즙,Male
2022-01-01,12.88178,50,사과즙,Male
2022-01-01,4.00169,60,사과즙,Male
2022-02-01,0.46662,10,사과즙,Male
2022-02-01,7.45192,20,사과즙,Male
2022-02-01,27.40384,30,사과즙,Male
2022-02-01,30.14705,40,사과즙,Male
2022-02-01,9.64366,50,사과즙,Male
2022-02-01,2.96945,60,사과즙,Male
2022-03-01,0.19796,10,사과즙,Male
2022-03-01,6.7449,20,사과즙,Male
2022-03-01,32.60746,30,사과즙,Male
2022-03-01,28.57748,40,사과즙,Male
2022-03-01,9.47398,50,사과즙,Male
2022-03-01,3.16742,60,사과즙,Male
2022-04-01,0.09898,10,사과즙,Male
2022-04-01,7.67816,20,사과즙,Male
2022-04-01,25.0,30,사과즙,Male
2022-04-01,25.98981,40,사과즙,Male
2022-04-01,8.04581,50,사과즙,Male
2022-04-01,3.20984,60,사과즙,Male
2022-05-01,0.11312,10,사과즙,Male
2022-05-01,5.62782,20,사과즙,Male
2022-05-01,19.37217,30,사과즙,Male
2022-05-01,21.04072,40,사과즙,Male
2022-05-01,6.47624,50,사과즙,Male
2022-05-01,2.03619,60,사과즙,Male
2022-06-01,0.12726,10,사과즙,Male
2022-06-01,5.31674,20,사과즙,Male
2022-06-01,17.47737,30,사과즙,Male
2022-06-01,19.58427,40,사과즙,Male
2022-06-01,5.91063,50,사과즙,Male
2022-06-01,2.54524,60,사과즙,Male
2022-07-01,0.16968,10,사과즙,Male
2022-07-01,4.34106,20,사과즙,Male
2022-07-01,18.56617,30,사과즙,Male
2022-07-01,18.19852,40,사과즙,Male
2022-07-01,6.25,50,사과즙,Male
2022-07-01,2.4604,60,사과즙,Male
2022-08-01,0.09898,10,사과즙,Male
2022-08-01,5.13291,20,사과즙,Male
2022-08-01,23.86877,30,사과즙,Male
2022-08-01,22.92138,40,사과즙,Male
2022-08-01,7.5509,50,사과즙,Male
2022-08-01,2.319,60,사과즙,Male
2022-09-01,0.19796,10,사과즙,Male
2022-09-01,6.06617,20,사과즙,Male
2022-09-01,20.13574,30,사과즙,Male
2022-09-01,19.30147,40,사과즙,Male
2022-09-01,8.21549,50,사과즙,Male
2022-09-01,2.1776,60,사과즙,Male
2022-10-01,0.2121,10,사과즙,Male
2022-10-01,6.58936,20,사과즙,Male
2022-10-01,23.19004,30,사과즙,Male
2022-10-01,22.28506,40,사과즙,Male
2022-10-01,7.6923,50,사과즙,Male
2022-10-01,2.77149,60,사과즙,Male
2022-11-01,0.08484,10,사과즙,Male
2022-11-01,25.11312,20,사과즙,Male
2022-11-01,100.0,30,사과즙,Male
2022-11-01,49.90101,40,사과즙,Male
2022-11-01,10.98699,50,사과즙,Male
2022-11-01,4.38348,60,사과즙,Male
2022-12-01,0.24038,10,사과즙,Male
2022-12-01,21.1397,20,사과즙,Male
2022-12-01,93.76414,30,사과즙,Male
2022-12-01,43.24095,40,사과즙,Male
2022-12-01,7.63574,50,사과즙,Male
2022-12-01,2.48868,60,사과즙,Male
2023-01-01,0.29694,10,사과즙,Male
2023-01-01,6.33484,20,사과즙,Male
2023-01-01,26.52714,30,사과즙,Male
2023-01-01,34.5164,40,사과즙,Male
2023-01-01,10.13857,50,사과즙,Male
2023-01-01,3.73303,60,사과즙,Male
2023-02-01,0.26866,10,사과즙,Male
2023-02-01,5.50056,20,사과즙,Male
2023-02-01,18.94796,30,사과즙,Male
2023-02-01,26.4423,40,사과즙,Male
2023-02-01,8.37104,50,사과즙,Male
2023-02-01,3.04015,60,사과즙,Male
2023-03-01,0.09898,10,사과즙,Male
2023-03-01,6.57522,20,사과즙,Male
2023-03-01,24.10916,30,사과즙,Male
2023-03-01,29.87839,40,사과즙,Male
2023-03-01,10.98699,50,사과즙,Male
2023-03-01,2.96945,60,사과즙,Male
2023-04-01,0.0707,10,사과즙,Male
2023-04-01,4.11481,20,사과즙,Male
2023-04-01,18.69343,30,사과즙,Male
2023-04-01,24.80203,40,사과즙,Male
2023-04-01,9.74264,50,사과즙,Male
2023-04-01,3.87443,60,사과즙,Male
2023-05-01,0.31108,10,사과즙,Male
2023-05-01,3.59162,20,사과즙,Male
2023-05-01,17.138,30,사과즙,Male
2023-05-01,22.61029,40,사과즙,Male
2023-05-01,10.33653,50,사과즙,Male
2023-05-01,2.88461,60,사과즙,Male
2023-06-01,0.12726,10,사과즙,Male
2023-06-01,3.32296,20,사과즙,Male
2023-06-01,17.57635,30,사과즙,Male
2023-06-01,20.80033,40,사과즙,Male
2023-06-01,9.19117,50,사과즙,Male
2023-06-01,3.20984,60,사과즙,Male
2023-07-01,0.05656,10,사과즙,Male
2023-07-01,2.55938,20,사과즙,Male
2023-07-01,11.08597,30,사과즙,Male
2023-07-01,14.40893,40,사과즙,Male
2023-07-01,6.88631,50,사과즙,Male
2023-07-01,2.05033,60,사과즙,Male
2018-01-01,0.40211,20,이노시톨,Female
2018-01-01,1.14215,30,이노시톨,Female
2018-01-01,0.2947,40,이노시톨,Female
2018-01-01,0.04977,50,이노시톨,Female
2018-01-01,0.00523,60,이노시톨,Female
2018-02-01,0.0013,10,이노시톨,Female
2018-02-01,0.2541,20,이노시톨,Female
2018-02-01,0.82256,30,이노시톨,Female
2018-02-01,0.21349,40,이노시톨,Female
2018-02-01,0.02226,50,이노시톨,Female
2018-02-01,0.00785,60,이노시톨,Female
2018-03-01,0.00261,10,이노시톨,Female
2018-03-01,0.35757,20,이노시톨,Female
2018-03-01,1.0282,30,이노시톨,Female
2018-03-01,0.29732,40,이노시톨,Female
2018-03-01,0.11395,50,이노시톨,Female
2018-03-01,0.02226,60,이노시톨,Female
2018-04-01,0.00392,10,이노시톨,Female
2018-04-01,0.27636,20,이노시톨,Female
2018-04-01,1.04129,30,이노시톨,Female
2018-04-01,0.34971,40,이노시톨,Female
2018-04-01,0.03405,50,이노시톨,Female
2018-04-01,0.01702,60,이노시톨,Female
2018-05-01,0.0013,10,이노시톨,Female
2018-05-01,0.36281,20,이노시톨,Female
2018-05-01,1.05701,30,이노시톨,Female
2018-05-01,0.40866,40,이노시톨,Female
2018-05-01,0.03929,50,이노시톨,Female
2018-05-01,0.01702,60,이노시톨,Female
2018-06-01,0.0013,10,이노시톨,Female
2018-06-01,0.36019,20,이노시톨,Female
2018-06-01,1.03736,30,이노시톨,Female
2018-06-01,0.30256,40,이노시톨,Female
2018-06-01,0.07334,50,이노시톨,Female
2018-06-01,0.02488,60,이노시톨,Female
2018-07-01,0.01571,10,이노시톨,Female
2018-07-01,0.39687,20,이노시톨,Female
2018-07-01,1.17751,30,이노시톨,Female
2018-07-01,0.23838,40,이노시톨,Female
2018-07-01,0.08644,50,이노시톨,Female
2018-07-01,0.03929,60,이노시톨,Female
2018-08-01,0.00654,10,이노시톨,Female
2018-08-01,0.44402,20,이노시톨,Female
2018-08-01,1.3491,30,이노시톨,Female
2018-08-01,0.33793,40,이노시톨,Female
2018-08-01,0.0537,50,이노시톨,Female
2018-08-01,0.01178,60,이노시톨,Female
2018-09-01,0.00261,10,이노시톨,Female
2018-09-01,0.63525,20,이노시톨,Female
2018-09-01,1.32421,30,이노시톨,Female
2018-09-01,0.38246,40,이노시톨,Female
2018-09-01,0.06549,50,이노시톨,Female
2018-09-01,0.00654,60,이노시톨,Female
2018-10-01,0.01571,10,이노시톨,Female
2018-10-01,1.24169,20,이노시톨,Female
2018-10-01,1.79181,30,이노시톨,Female
2018-10-01,0.36543,40,이노시톨,Female
2018-10-01,0.06287,50,이노시톨,Female
2018-10-01,0.01309,60,이노시톨,Female
2018-11-01,0.01178,10,이노시톨,Female
2018-11-01,0.75445,20,이노시톨,Female
2018-11-01,1.64512,30,이노시톨,Female
2018-11-01,0.32745,40,이노시톨,Female
2018-11-01,0.05108,50,이노시톨,Female
2018-11-01,0.02357,60,이노시톨,Female
2018-12-01,0.00654,10,이노시톨,Female
2018-12-01,0.83958,20,이노시톨,Female
2018-12-01,1.67262,30,이노시톨,Female
2018-12-01,0.38246,40,이노시톨,Female
2018-12-01,0.07072,50,이노시톨,Female
2019-01-01,0.00392,10,이노시톨,Female
2019-01-01,0.70598,20,이노시톨,Female
2019-01-01,2.64188,30,이노시톨,Female
2019-01-01,0.57369,40,이노시톨,Female
2019-01-01,0.09823,50,이노시톨,Female
2019-01-01,0.01964,60,이노시톨,Female
2019-02-01,0.0013,10,이노시톨,Female
2019-02-01,0.48986,20,이노시톨,Female
2019-02-01,1.76955,30,이노시톨,Female
2019-02-01,0.52523,40,이노시톨,Female
2019-02-01,0.1074,50,이노시톨,Female
2019-02-01,0.02881,60,이노시톨,Female
2019-03-01,0.57762,20,이노시톨,Female
2019-03-01,1.58486,30,이노시톨,Female
2019-03-01,0.42175,40,이노시톨,Female
2019-03-01,0.13883,50,이노시톨,Female
2019-03-01,0.03536,60,이노시톨,Female
2019-04-01,0.54619,20,이노시톨,Female
2019-04-01,1.62416,30,이노시톨,Female
2019-04-01,0.4283,40,이노시톨,Female
2019-04-01,0.06156,50,이노시톨,Female
2019-04-01,0.01964,60,이노시톨,Female
2019-05-01,0.47939,20,이노시톨,Female
2019-05-01,1.46174,30,이노시톨,Female
2019-05-01,0.41913,40,이노시톨,Female
2019-05-01,0.09823,50,이노시톨,Female
2019-05-01,0.04977,60,이노시톨,Female
2019-06-01,0.0013,10,이노시톨,Female
2019-06-01,0.56321,20,이노시톨,Female
2019-06-01,1.71715,30,이노시톨,Female
2019-06-01,0.43223,40,이노시톨,Female
2019-06-01,0.14538,50,이노시톨,Female
2019-06-01,0.02226,60,이노시톨,Female
2019-07-01,0.00261,10,이노시톨,Female
2019-07-01,0.51737,20,이노시톨,Female
2019-07-01,1.46436,30,이노시톨,Female
2019-07-01,0.55928,40,이노시톨,Female
2019-07-01,0.05632,50,이노시톨,Female
2019-07-01,0.02095,60,이노시톨,Female
2019-08-01,0.00261,10,이노시톨,Female
2019-08-01,0.68634,20,이노시톨,Female
2019-08-01,1.7368,30,이노시톨,Female
2019-08-01,0.42961,40,이노시톨,Female
2019-08-01,0.07727,50,이노시톨,Female
2019-08-01,0.03012,60,이노시톨,Female
2019-09-01,0.00654,10,이노시톨,Female
2019-09-01,0.71122,20,이노시톨,Female
2019-09-01,1.85337,30,이노시톨,Female
2019-09-01,0.37591,40,이노시톨,Female
2019-09-01,0.09954,50,이노시톨,Female
2019-09-01,0.06941,60,이노시톨,Female
2019-10-01,0.00785,10,이노시톨,Female
2019-10-01,0.89983,20,이노시톨,Female
2019-10-01,1.7905,30,이노시톨,Female
2019-10-01,0.56583,40,이노시톨,Female
2019-10-01,0.0943,50,이노시톨,Female
2019-10-01,0.13622,60,이노시톨,Female
2019-11-01,0.00523,10,이노시톨,Female
2019-11-01,1.0151,20,이노시톨,Female
2019-11-01,2.40219,30,이노시톨,Female
2019-11-01,0.72956,40,이노시톨,Female
2019-11-01,0.11002,50,이노시톨,Female
2019-11-01,0.16503,60,이노시톨,Female
2019-12-01,0.00654,10,이노시톨,Female
2019-12-01,0.8147,20,이노시톨,Female
2019-12-01,2.25942,30,이노시톨,Female
2019-12-01,0.6955,40,이노시톨,Female
2019-12-01,0.08513,50,이노시톨,Female
2019-12-01,0.23576,60,이노시톨,Female
2020-01-01,0.00916,10,이노시톨,Female
2020-01-01,0.71253,20,이노시톨,Female
2020-01-01,3.13437,30,이노시톨,Female
2020-01-01,0.8959,40,이노시톨,Female
2020-01-01,0.15848,50,이노시톨,Female
2020-01-01,0.24493,60,이노시톨,Female
2020-02-01,0.00523,10,이노시톨,Female
2020-02-01,0.77671,20,이노시톨,Female
2020-02-01,3.13699,30,이노시톨,Female
2020-02-01,0.84089,40,이노시톨,Female
2020-02-01,0.17158,50,이노시톨,Female
2020-02-01,0.21087,60,이노시톨,Female
2020-03-01,0.02226,10,이노시톨,Female
2020-03-01,0.92341,20,이노시톨,Female
2020-03-01,2.6851,30,이노시톨,Female
2020-03-01,0.75968,40,이노시톨,Female
2020-03-01,0.10478,50,이노시톨,Female
2020-03-01,0.09692,60,이노시톨,Female
2020-04-01,0.0013,10,이노시톨,Female
2020-04-01,0.97842,20,이노시톨,Female
2020-04-01,2.86062,30,이노시톨,Female
2020-04-01,0.85661,40,이노시톨,Female
2020-04-01,0.11919,50,이노시톨,Female
2020-04-01,0.07727,60,이노시톨,Female
2020-05-01,0.00916,10,이노시톨,Female
2020-05-01,1.20371,20,이노시톨,Female
2020-05-01,2.84883,30,이노시톨,Female
2020-05-01,0.85792,40,이노시톨,Female
2020-05-01,0.24624,50,이노시톨,Female
2020-05-01,0.06811,60,이노시톨,Female
2020-06-01,0.00261,10,이노시톨,Female
2020-06-01,1.18537,20,이노시톨,Female
2020-06-01,3.06233,30,이노시톨,Female
2020-06-01,1.02427,40,이노시톨,Female
2020-06-01,0.19778,50,이노시톨,Female
2020-06-01,0.07334,60,이노시톨,Female
2020-07-01,0.0013,10,이노시톨,Female
2020-07-01,1.30195,20,이노시톨,Female
2020-07-01,3.42253,30,이노시톨,Female
2020-07-01,0.9758,40,이노시톨,Female
2020-07-01,0.11919,50,이노시톨,Female
2020-07-01,0.04191,60,이노시톨,Female
2020-08-01,0.00523,10,이노시톨,Female
2020-08-01,1.28099,20,이노시톨,Female
2020-08-01,3.04268,30,이노시톨,Female
2020-08-01,0.79898,40,이노시톨,Female
2020-08-01,0.17551,50,이노시톨,Female
2020-08-01,0.05239,60,이노시톨,Female
2020-09-01,0.00785,10,이노시톨,Female
