Period,Ratio,Group,Keyword,Gender
2021-09-01,31.32217,50,종합비타민,Female
2021-09-01,7.36343,60,종합비타민,Female
2021-10-01,1.16128,10,종합비타민,Female
2021-10-01,29.3694,20,종합비타민,Female
2021-10-01,47.00272,30,종합비타민,Female
2021-10-01,50.07785,40,종합비타민,Female
2021-10-01,28.94122,50,종합비타민,Female
2021-10-01,7.97327,60,종합비타민,Female
2021-11-01,0.90177,10,종합비타민,Female
2021-11-01,24.93836,20,종합비타민,Female
2021-11-01,36.91449,30,종합비타민,Female
2021-11-01,40.49565,40,종합비타민,Female
2021-11-01,22.62877,50,종합비타민,Female
2021-11-01,6.45517,60,종합비타민,Female
2021-12-01,1.08991,10,종합비타민,Female
2021-12-01,21.2534,20,종합비타민,Female
2021-12-01,39.27598,30,종합비타민,Female
2021-12-01,46.08148,40,종합비타민,Female
2021-12-01,25.72985,50,종합비타민,Female
2021-12-01,7.18178,60,종합비타민,Female
2022-01-01,0.59037,10,종합비타민,Female
2022-01-01,20.72142,20,종합비타민,Female
2022-01-01,42.17594,30,종합비타민,Female
2022-01-01,46.97677,40,종합비타민,Female
2022-01-01,30.28415,50,종합비타민,Female
2022-01-01,9.12806,60,종합비타민,Female
2022-02-01,0.62281,10,종합비타민,Female
2022-02-01,22.28493,20,종합비타민,Female
2022-02-01,42.96743,30,종합비타민,Female
2022-02-01,51.07045,40,종합비타민,Female
2022-02-01,34.55949,50,종합비타민,Female
2022-02-01,9.03075,60,종합비타민,Female
2022-03-01,1.18074,10,종합비타민,Female
2022-03-01,29.03853,20,종합비타민,Female
2022-03-01,55.11872,30,종합비타민,Female
2022-03-01,72.84935,40,종합비타민,Female
2022-03-01,45.7052,50,종합비타민,Female
2022-03-01,11.48306,60,종합비타민,Female
2022-04-01,0.99909,10,종합비타민,Female
2022-04-01,28.66225,20,종합비타민,Female
2022-04-01,45.30297,30,종합비타민,Female
2022-04-01,61.88529,40,종합비타민,Female
2022-04-01,42.47437,50,종합비타민,Female
2022-04-01,10.45802,60,종합비타민,Female
2022-05-01,0.73958,10,종합비타민,Female
2022-05-01,35.74672,20,종합비타민,Female
2022-05-01,43.03879,30,종합비타민,Female
2022-05-01,54.45049,40,종합비타민,Female
2022-05-01,34.61787,50,종합비타민,Female
2022-05-01,8.19384,60,종합비타민,Female
2022-06-01,0.88231,10,종합비타민,Female
2022-06-01,32.90515,20,종합비타민,Female
2022-06-01,44.02491,30,종합비타민,Female
2022-06-01,50.86285,40,종합비타민,Female
2022-06-01,29.00609,50,종합비타민,Female
2022-06-01,6.37083,60,종합비타민,Female
2022-07-01,0.89528,10,종합비타민,Female
2022-07-01,20.32567,20,종합비타민,Female
2022-07-01,36.02569,30,종합비타민,Female
2022-07-01,45.95821,40,종합비타민,Female
2022-07-01,33.10626,50,종합비타민,Female
2022-07-01,8.84261,60,종합비타민,Female
2022-08-01,1.12235,10,종합비타민,Female
2022-08-01,25.00973,20,종합비타민,Female
2022-08-01,43.75243,30,종합비타민,Female
2022-08-01,57.18178,40,종합비타민,Female
2022-08-01,40.79408,50,종합비타민,Female
2022-08-01,11.54145,60,종합비타민,Female
2022-09-01,1.10938,10,종합비타민,Female
2022-09-01,23.20617,20,종합비타민,Female
2022-09-01,39.7885,30,종합비타민,Female
2022-09-01,47.91099,40,종합비타민,Female
2022-09-01,33.10626,50,종합비타민,Female
2022-09-01,10.43207,60,종합비타민,Female
2022-10-01,0.92124,10,종합비타민,Female
2022-10-01,51.17425,20,종합비타민,Female
2022-10-01,81.36758,30,종합비타민,Female
2022-10-01,66.07629,40,종합비타민,Female
2022-10-01,34.54651,50,종합비타민,Female
2022-10-01,9.49137,60,종합비타민,Female
2022-11-01,0.70066,10,종합비타민,Female
2022-11-01,32.76242,20,종합비타민,Female
2022-11-01,53.93149,30,종합비타민,Female
2022-11-01,71.73997,40,종합비타민,Female
2022-11-01,35.55858,50,종합비타민,Female
2022-11-01,8.87504,60,종합비타민,Female
2022-12-01,0.90826,10,종합비타민,Female
2022-12-01,42.99987,20,종합비타민,Female
2022-12-01,63.96133,30,종합비타민,Female
2022-12-01,100.0,40,종합비타민,Female
2022-12-01,32.61969,50,종합비타민,Female
2022-12-01,9.19942,60,종합비타민,Female
2023-01-01,0.92772,10,종합비타민,Female
2023-01-01,26.40456,20,종합비타민,Female
2023-01-01,49.48747,30,종합비타민,Female
2023-01-01,58.69988,40,종합비타민,Female
2023-01-01,40.56701,50,종합비타민,Female
2023-01-01,12.49513,60,종합비타민,Female
2023-02-01,1.0445,10,종합비타민,Female
2023-02-01,25.01621,20,종합비타민,Female
2023-02-01,42.27974,30,종합비타민,Female
2023-02-01,50.60334,40,종합비타민,Female
2023-02-01,40.68379,50,종합비타민,Female
2023-02-01,12.11885,60,종합비타민,Female
2023-03-01,1.96574,10,종합비타민,Female
2023-03-01,30.3101,20,종합비타민,Female
2023-03-01,60.6786,30,종합비타민,Female
2023-03-01,80.12196,40,종합비타민,Female
2023-03-01,55.7026,50,종합비타민,Female
2023-03-01,19.76774,60,종합비타민,Female
2023-04-01,0.84338,10,종합비타민,Female
2023-04-01,24.38043,20,종합비타민,Female
2023-04-01,41.58557,30,종합비타민,Female
2023-04-01,55.15116,40,종합비타민,Female
2023-04-01,43.44102,50,종합비타민,Female
2023-04-01,13.57207,60,종합비타민,Female
2023-05-01,0.82392,10,종합비타민,Female
2023-05-01,21.7789,20,종합비타민,Female
2023-05-01,36.46036,30,종합비타민,Female
2023-05-01,47.50875,40,종합비타민,Female
2023-05-01,36.48631,50,종합비타민,Female
2023-05-01,10.31529,60,종합비타민,Female
2023-06-01,0.55793,10,종합비타민,Female
2023-06-01,16.69261,20,종합비타민,Female
2023-06-01,32.06824,30,종합비타민,Female
2023-06-01,43.88218,40,종합비타민,Female
2023-06-01,28.99312,50,종합비타민,Female
2023-06-01,9.3681,60,종합비타민,Female
2023-07-01,0.38276,10,종합비타민,Female
2023-07-01,16.73803,20,종합비타민,Female
2023-07-01,27.91618,30,종합비타민,Female
2023-07-01,34.63734,40,종합비타민,Female
2023-07-01,21.61671,50,종합비타민,Female
2023-07-01,7.97327,60,종합비타민,Female
2018-01-01,1.56305,10,종합비타민,Male
2018-01-01,37.88929,20,종합비타민,Male
2018-01-01,39.94593,30,종합비타민,Male
2018-01-01,24.15089,40,종합비타민,Male
2018-01-01,8.26184,50,종합비타민,Male
2018-01-01,2.83229,60,종합비타민,Male
2018-02-01,1.02244,10,종합비타민,Male
2018-02-01,31.04947,20,종합비타민,Male
2018-02-01,34.97473,30,종합비타민,Male
2018-02-01,17.85168,40,종합비타민,Male
2018-02-01,7.00434,50,종합비타민,Male
2018-02-01,2.70302,60,종합비타민,Male
2018-03-01,1.44552,10,종합비타민,Male
2018-03-01,33.51745,20,종합비타민,Male
2018-03-01,37.18415,30,종합비타민,Male
2018-03-01,21.78869,40,종합비타민,Male
2018-03-01,8.62616,50,종합비타민,Male
2018-03-01,4.51286,60,종합비타민,Male
2018-04-01,1.24573,10,종합비타민,Male
2018-04-01,29.72147,20,종합비타민,Male
2018-04-01,31.4373,30,종합비타민,Male
2018-04-01,18.07497,40,종합비타민,Male
2018-04-01,6.91033,50,종합비타민,Male
2018-04-01,1.78634,60,종합비타민,Male
2018-05-01,0.5641,10,종합비타민,Male
2018-05-01,28.59325,20,종합비타민,Male
2018-05-01,25.996,30,종합비타민,Male
2018-05-01,14.31425,40,종합비타민,Male
2018-05-01,5.42954,50,종합비타민,Male
2018-05-01,1.93912,60,종합비타민,Male
2018-06-01,0.74039,10,종합비타민,Male
2018-06-01,23.81008,20,종합비타민,Male
2018-06-01,27.38277,30,종합비타민,Male
2018-06-01,15.12516,40,종합비타민,Male
2018-06-01,5.66459,50,종합비타민,Male
2018-06-01,2.64425,60,종합비타민,Male
2018-07-01,1.46903,10,종합비타민,Male
2018-07-01,37.23116,20,종합비타민,Male
2018-07-01,41.09766,30,종합비타민,Male
2018-07-01,19.57926,40,종합비타민,Male
2018-07-01,7.15712,50,종합비타민,Male
2018-07-01,2.40921,60,종합비타민,Male
2018-08-01,1.91561,10,종합비타민,Male
2018-08-01,40.68633,20,종합비타민,Male
2018-08-01,40.5688,30,종합비타민,Male
2018-08-01,22.29404,40,종합비타민,Male
2018-08-01,8.66141,50,종합비타민,Male
2018-08-01,4.26607,60,종합비타민,Male
2018-09-01,1.50428,10,종합비타민,Male
2018-09-01,41.48548,20,종합비타민,Male
2018-09-01,40.20448,30,종합비타민,Male
2018-09-01,24.36243,40,종합비타민,Male
2018-09-01,8.06205,50,종합비타민,Male
2018-09-01,3.30238,60,종합비타민,Male
2018-10-01,1.3045,10,종합비타민,Male
2018-10-01,39.55811,20,종합비타민,Male
2018-10-01,46.774,30,종합비타민,Male
2018-10-01,27.73533,40,종합비타민,Male
2018-10-01,8.94347,50,종합비타민,Male
2018-10-01,4.07803,60,종합비타민,Male
2018-11-01,1.23398,10,종합비타민,Male
2018-11-01,34.01104,20,종합비타민,Male
2018-11-01,37.32518,30,종합비타민,Male
2018-11-01,20.20213,40,종합비타민,Male
2018-11-01,7.99153,50,종합비타민,Male
2018-11-01,3.36114,60,종합비타민,Male
2018-12-01,1.28099,10,종합비타민,Male
2018-12-01,31.55482,20,종합비타민,Male
2018-12-01,36.16171,30,종합비타민,Male
2018-12-01,22.49383,40,종합비타민,Male
2018-12-01,9.88365,50,종합비타민,Male
2018-12-01,3.07909,60,종합비타민,Male
2019-01-01,1.0577,10,종합비타민,Male
2019-01-01,33.38817,20,종합비타민,Male
2019-01-01,49.50052,30,종합비타민,Male
2019-01-01,27.68833,40,종합비타민,Male
2019-01-01,13.35056,50,종합비타민,Male
2019-01-01,4.92419,60,종합비타민,Male
2019-02-01,0.99894,10,종합비타민,Male
2019-02-01,32.7418,20,종합비타민,Male
2019-02-01,49.25373,30,종합비타민,Male
2019-02-01,30.43835,40,종합비타민,Male
2019-02-01,11.42319,50,종합비타민,Male
2019-02-01,5.74685,60,종합비타민,Male
2019-03-01,0.79915,10,종합비타민,Male
2019-03-01,44.36479,20,종합비타민,Male
2019-03-01,57.9269,30,종합비타민,Male
2019-03-01,34.19908,40,종합비타민,Male
2019-03-01,13.52685,50,종합비타민,Male
2019-03-01,5.61758,60,종합비타민,Male
2019-04-01,0.8109,10,종합비타민,Male
2019-04-01,38.40639,20,종합비타민,Male
2019-04-01,55.54119,30,종합비타민,Male
2019-04-01,33.70548,40,종합비타민,Male
2019-04-01,12.85697,50,종합비타민,Male
2019-04-01,5.20625,60,종합비타민,Male
2019-05-01,0.45833,10,종합비타민,Male
2019-05-01,29.49817,20,종합비타민,Male
2019-05-01,38.7472,30,종합비타민,Male
2019-05-01,21.41262,40,종합비타민,Male
2019-05-01,8.22658,50,종합비타민,Male
2019-05-01,3.36114,60,종합비타민,Male
2019-06-01,0.52885,10,종합비타민,Male
2019-06-01,27.5708,20,종합비타민,Male
2019-06-01,43.09554,30,종합비타민,Male
2019-06-01,26.05476,40,종합비타민,Male
2019-06-01,11.61123,50,종합비타민,Male
2019-06-01,5.62933,60,종합비타민,Male
2019-07-01,1.09296,10,종합비타민,Male
2019-07-01,40.06346,20,종합비타민,Male
2019-07-01,60.70043,30,종합비타민,Male
2019-07-01,34.99823,40,종합비타민,Male
2019-07-01,17.09954,50,종합비타민,Male
2019-07-01,7.42742,60,종합비타민,Male
2019-08-01,1.12821,10,종합비타민,Male
2019-08-01,45.41074,20,종합비타민,Male
2019-08-01,57.9504,30,종합비타민,Male
2019-08-01,34.24609,40,종합비타민,Male
2019-08-01,14.87836,50,종합비타민,Male
2019-08-01,7.08661,60,종합비타민,Male
2019-09-01,1.10471,10,종합비타민,Male
2019-09-01,40.61581,20,종합비타민,Male
2019-09-01,54.27194,30,종합비타민,Male
2019-09-01,32.68304,40,종합비타민,Male
2019-09-01,13.93818,50,종합비타민,Male
2019-09-01,6.21694,60,종합비타민,Male
2019-10-01,0.92842,10,종합비타민,Male
2019-10-01,43.28358,20,종합비타민,Male
2019-10-01,59.30191,30,종합비타민,Male
2019-10-01,35.57409,40,종합비타민,Male
2019-10-01,15.23093,50,종합비타민,Male
2019-10-01,5.77036,60,종합비타민,Male
2019-11-01,0.64637,10,종합비타민,Male
2019-11-01,37.10189,20,종합비타민,Male
2019-11-01,51.08708,30,종합비타민,Male
2019-11-01,28.46397,40,종합비타민,Male
2019-11-01,9.50758,50,종합비타민,Male
2019-11-01,4.44235,60,종합비타민,Male
2019-12-01,0.96368,10,종합비타민,Male
2019-12-01,36.27923,20,종합비타민,Male
2019-12-01,50.3937,30,종합비타민,Male
2019-12-01,31.37854,40,종합비타민,Male
2019-12-01,14.12621,50,종합비타민,Male
2019-12-01,6.15818,60,종합비타민,Male
2020-01-01,0.89317,10,종합비타민,Male
2020-01-01,32.84757,20,종합비타민,Male
2020-01-01,62.51028,30,종합비타민,Male
2020-01-01,42.17886,40,종합비타민,Male
2020-01-01,19.77905,50,종합비타민,Male
2020-01-01,8.62616,60,종합비타민,Male
2020-02-01,0.88141,10,종합비타민,Male
2020-02-01,33.29415,20,종합비타민,Male
2020-02-01,53.83711,30,종합비타민,Male
2020-02-01,41.5795,40,종합비타민,Male
2020-02-01,20.73099,50,종합비타민,Male
2020-02-01,8.40286,60,종합비타민,Male
2020-03-01,0.95193,10,종합비타민,Male
2020-03-01,39.5111,20,종합비타민,Male
2020-03-01,68.50393,30,종합비타민,Male
2020-03-01,51.62768,40,종합비타민,Male
2020-03-01,21.87096,50,종합비타민,Male
2020-03-01,12.01081,60,종합비타민,Male
2020-04-01,1.13996,10,종합비타민,Male
2020-04-01,41.0624,20,종합비타민,Male
2020-04-01,63.45046,30,종합비타민,Male
2020-04-01,45.31672,40,종합비타민,Male
2020-04-01,19.23845,50,종합비타민,Male
2020-04-01,10.76507,60,종합비타민,Male
2020-05-01,1.10471,10,종합비타민,Male
2020-05-01,40.92137,20,종합비타민,Male
2020-05-01,63.23892,30,종합비타민,Male
2020-05-01,40.26325,40,종합비타민,Male
2020-05-01,17.68715,50,종합비타민,Male
2020-05-01,8.41461,60,종합비타민,Male
2020-06-01,1.44552,10,종합비타민,Male
2020-06-01,39.45234,20,종합비타민,Male
2020-06-01,59.03161,30,종합비타민,Male
2020-06-01,38.78246,40,종합비타민,Male
2020-06-01,17.29933,50,종합비타민,Male
2020-06-01,8.42637,60,종합비타민,Male
2020-07-01,1.53954,10,종합비타민,Male
2020-07-01,47.09131,20,종합비타민,Male
2020-07-01,66.32976,30,종합비타민,Male
2020-07-01,41.40322,40,종합비타민,Male
2020-07-01,19.28546,50,종합비타민,Male
2020-07-01,9.01398,60,종합비타민,Male
2020-08-01,1.61005,10,종합비타민,Male
2020-08-01,53.80185,20,종합비타민,Male
2020-08-01,64.76671,30,종합비타민,Male
2020-08-01,46.87977,40,종합비타민,Male
2020-08-01,18.94464,50,종합비타민,Male
2020-08-01,11.07063,60,종합비타민,Male
2020-09-01,2.10365,10,종합비타민,Male
2020-09-01,47.70243,20,종합비타민,Male
2020-09-01,67.34046,30,종합비타민,Male
2020-09-01,51.86273,40,종합비타민,Male
2020-09-01,26.18404,50,종합비타민,Male
2020-09-01,13.05676,60,종합비타민,Male
2020-10-01,1.85685,10,종합비타민,Male
2020-10-01,51.33388,20,종합비타민,Male
2020-10-01,74.68562,30,종합비타민,Male
2020-10-01,57.4333,40,종합비타민,Male
2020-10-01,30.08579,50,종합비타민,Male
2020-10-01,14.61981,60,종합비타민,Male
2020-11-01,1.45728,10,종합비타민,Male
2020-11-01,48.85415,20,종합비타민,Male
2020-11-01,73.25185,30,종합비타민,Male
2020-11-01,55.14161,40,종합비타민,Male
2020-11-01,23.6573,50,종합비타민,Male
2020-11-01,11.05887,60,종합비타민,Male
2020-12-01,1.8216,10,종합비타민,Male
2020-12-01,50.9108,20,종합비타민,Male
2020-12-01,74.34481,30,종합비타민,Male
2020-12-01,53.83711,40,종합비타민,Male
2020-12-01,27.58255,50,종합비타민,Male
2020-12-01,13.93818,60,종합비타민,Male
2021-01-01,1.35151,10,종합비타민,Male
2021-01-01,47.97273,20,종합비타민,Male
2021-01-01,78.95169,30,종합비타민,Male
2021-01-01,57.25702,40,종합비타민,Male
2021-01-01,30.83793,50,종합비타민,Male
2021-01-01,16.60594,60,종합비타민,Male
2021-02-01,1.44552,10,종합비타민,Male
2021-02-01,39.98119,20,종합비타민,Male
2021-02-01,67.18768,30,종합비타민,Male
2021-02-01,47.03255,40,종합비타민,Male
2021-02-01,26.09002,50,종합비타민,Male
2021-02-01,13.55035,60,종합비타민,Male
2021-03-01,1.98613,10,종합비타민,Male
2021-03-01,50.92255,20,종합비타민,Male
2021-03-01,76.4132,30,종합비타민,Male
2021-03-01,58.32647,40,종합비타민,Male
2021-03-01,29.80373,50,종합비타민,Male
2021-03-01,16.32389,60,종합비타민,Male
2021-04-01,1.91561,10,종합비타민,Male
2021-04-01,48.40756,20,종합비타민,Male
2021-04-01,72.35867,30,종합비타민,Male
2021-04-01,58.07968,40,종합비타민,Male
2021-04-01,29.6157,50,종합비타민,Male
2021-04-01,16.54718,60,종합비타민,Male
2021-05-01,1.65706,10,종합비타민,Male
2021-05-01,53.44928,20,종합비타민,Male
2021-05-01,78.46985,30,종합비타민,Male
2021-05-01,59.71324,40,종합비타민,Male
2021-05-01,29.78023,50,종합비타민,Male
2021-05-01,14.50229,60,종합비타민,Male
2021-06-01,1.63356,10,종합비타민,Male
2021-06-01,47.32636,20,종합비타민,Male
2021-06-01,77.70595,30,종합비타민,Male
2021-06-01,55.65871,40,종합비타민,Male
2021-06-01,26.74814,50,종합비타민,Male
2021-06-01,15.81854,60,종합비타민,Male
2021-07-01,2.00963,10,종합비타민,Male
2021-07-01,54.67152,20,종합비타민,Male
2021-07-01,89.21142,30,종합비타민,Male
2021-07-01,68.10436,40,종합비타민,Male
2021-07-01,33.50569,50,종합비타민,Male
2021-07-01,19.7673,60,종합비타민,Male
2021-08-01,1.98613,10,종합비타민,Male
2021-08-01,59.06687,20,종합비타민,Male
2021-08-01,92.18474,30,종합비타민,Male
2021-08-01,80.8203,40,종합비타민,Male
2021-08-01,42.27288,50,종합비타민,Male
2021-08-01,20.08461,60,종합비타민,Male
2021-09-01,1.64531,10,종합비타민,Male
2021-09-01,51.67469,20,종합비타민,Male
2021-09-01,83.68785,30,종합비타민,Male
2021-09-01,67.0349,40,종합비타민,Male
2021-09-01,29.58044,50,종합비타민,Male
2021-09-01,16.06534,60,종합비타민,Male
2021-10-01,2.20942,10,종합비타민,Male
2021-10-01,43.10729,20,종합비타민,Male
2021-10-01,66.52955,30,종합비타민,Male
2021-10-01,55.37666,40,종합비타민,Male
2021-10-01,28.36996,50,종합비타민,Male
2021-10-01,13.18603,60,종합비타민,Male
2021-11-01,1.12821,10,종합비타민,Male
2021-11-01,33.50569,20,종합비타민,Male
2021-11-01,60.59466,30,종합비타민,Male
2021-11-01,46.39793,40,종합비타민,Male
2021-11-01,22.84639,50,종합비타민,Male
2021-11-01,11.66999,60,종합비타민,Male
2021-12-01,1.66882,10,종합비타민,Male
2021-12-01,33.44693,20,종합비타민,Male
2021-12-01,60.47714,30,종합비타민,Male
2021-12-01,48.54859,40,종합비타민,Male
2021-12-01,25.06757,50,종합비타민,Male
2021-12-01,15.37195,60,종합비타민,Male
2022-01-01,1.18697,10,종합비타민,Male
2022-01-01,26.12527,20,종합비타민,Male
2022-01-01,58.84357,30,종합비타민,Male
2022-01-01,50.67575,40,종합비타민,Male
2022-01-01,28.42872,50,종합비타민,Male
2022-01-01,16.57068,60,종합비타민,Male
2022-02-01,0.97543,10,종합비타민,Male
2022-02-01,31.63709,20,종합비타민,Male
2022-02-01,62.53378,30,종합비타민,Male
2022-02-01,57.98566,40,종합비타민,Male
2022-02-01,28.69902,50,종합비타민,Male
2022-02-01,17.11129,60,종합비타민,Male
2022-03-01,1.35151,10,종합비타민,Male
2022-03-01,43.60089,20,종합비타민,Male
2022-03-01,81.23163,30,종합비타민,Male
2022-03-01,71.1717,40,종합비타민,Male
2022-03-01,38.60618,50,종합비타민,Male
2022-03-01,18.90939,60,종합비타민,Male
2022-04-01,1.33975,10,종합비타민,Male
2022-04-01,43.28358,20,종합비타민,Male
2022-04-01,78.05852,30,종합비타민,Male
2022-04-01,65.20155,40,종합비타민,Male
2022-04-01,39.00575,50,종합비타민,Male
2022-04-01,18.28652,60,종합비타민,Male
2022-05-01,1.66882,10,종합비타민,Male
2022-05-01,44.42355,20,종합비타민,Male
2022-05-01,72.61722,30,종합비타민,Male
2022-05-01,59.13738,40,종합비타민,Male
2022-05-01,32.44799,50,종합비타민,Male
2022-05-01,16.75872,60,종합비타민,Male
2022-06-01,1.12821,10,종합비타민,Male
2022-06-01,49.74732,20,종합비타민,Male
2022-06-01,81.29039,30,종합비타민,Male
2022-06-01,60.0188,40,종합비타민,Male
2022-06-01,30.6969,50,종합비타민,Male
2022-06-01,15.94781,60,종합비타민,Male
2022-07-01,1.61005,10,종합비타민,Male
2022-07-01,31.62533,20,종합비타민,Male
2022-07-01,65.02526,30,종합비타민,Male
2022-07-01,55.0711,40,종합비타민,Male
2022-07-01,27.25349,50,종합비타민,Male
2022-07-01,17.98096,60,종합비타민,Male
2022-08-01,1.8216,10,종합비타민,Male
2022-08-01,36.58479,20,종합비타민,Male
2022-08-01,73.47514,30,종합비타민,Male
2022-08-01,64.10859,40,종합비타민,Male
2022-08-01,37.52497,50,종합비타민,Male
2022-08-01,20.93077,60,종합비타민,Male
2022-09-01,1.46903,10,종합비타민,Male
2022-09-01,34.42237,20,종합비타민,Male
2022-09-01,63.23892,30,종합비타민,Male
2022-09-01,56.70466,40,종합비타민,Male
2022-09-01,30.57938,50,종합비타민,Male
2022-09-01,19.66153,60,종합비타민,Male
2022-10-01,1.29274,10,종합비타민,Male
2022-10-01,65.64813,20,종합비타민,Male
2022-10-01,87.53084,30,종합비타민,Male
2022-10-01,73.24009,40,종합비타민,Male
2022-10-01,34.76319,50,종합비타민,Male
2022-10-01,18.81537,60,종합비타민,Male
2022-11-01,0.97543,10,종합비타민,Male
2022-11-01,36.42026,20,종합비타민,Male
2022-11-01,75.13221,30,종합비타민,Male
2022-11-01,72.66423,40,종합비타민,Male
2022-11-01,30.45011,50,종합비타민,Male
2022-11-01,16.40615,60,종합비타민,Male
2022-12-01,0.99894,10,종합비타민,Male
2022-12-01,33.88177,20,종합비타민,Male
2022-12-01,78.7049,30,종합비타민,Male
2022-12-01,60.70043,40,종합비타민,Male
2022-12-01,29.35715,50,종합비타민,Male
2022-12-01,16.15936,60,종합비타민,Male
2023-01-01,1.65706,10,종합비타민,Male
2023-01-01,38.11258,20,종합비타민,Male
2023-01-01,90.06933,30,종합비타민,Male
2023-01-01,79.30426,40,종합비타민,Male
2023-01-01,41.15642,50,종합비타민,Male
2023-01-01,22.03549,60,종합비타민,Male
2023-02-01,1.61005,10,종합비타민,Male
2023-02-01,35.05699,20,종합비타민,Male
2023-02-01,88.89411,30,종합비타민,Male
2023-02-01,77.11834,40,종합비타민,Male
2023-02-01,41.32095,50,종합비타민,Male
2023-02-01,22.90515,60,종합비타민,Male
2023-03-01,2.35045,10,종합비타민,Male
2023-03-01,42.8605,20,종합비타민,Male
2023-03-01,95.26383,30,종합비타민,Male
2023-03-01,100.0,40,종합비타민,Male
2023-03-01,54.15442,50,종합비타민,Male
2023-03-01,32.36573,60,종합비타민,Male
2023-04-01,1.53954,10,종합비타민,Male
2023-04-01,37.61899,20,종합비타민,Male
2023-04-01,83.74662,30,종합비타민,Male
2023-04-01,77.10659,40,종합비타민,Male
2023-04-01,47.09131,50,종합비타민,Male
2023-04-01,24.26842,60,종합비타민,Male
2023-05-01,1.38676,10,종합비타민,Male
2023-05-01,37.51322,20,종합비타민,Male
2023-05-01,78.7284,30,종합비타민,Male
2023-05-01,70.17275,40,종합비타민,Male
2023-05-01,38.9705,50,종합비타민,Male
2023-05-01,22.23528,60,종합비타민,Male
2023-06-01,1.28099,10,종합비타민,Male
2023-06-01,33.32941,20,종합비타민,Male
2023-06-01,67.83405,30,종합비타민,Male
2023-06-01,60.57115,40,종합비타민,Male
2023-06-01,32.64778,50,종합비타민,Male
2023-06-01,17.60488,60,종합비타민,Male
2023-07-01,2.08015,10,종합비타민,Male
2023-07-01,24.66799,20,종합비타민,Male
2023-07-01,48.68962,30,종합비타민,Male
2023-07-01,48.38406,40,종합비타민,Male
2023-07-01,24.39769,50,종합비타민,Male
2023-07-01,15.77153,60,종합비타민,Male
2018-01-01,0.21849,10,코엔자임q10,Female
2018-01-01,4.67589,20,코엔자임q10,Female
2018-01-01,8.76183,30,코엔자임q10,Female
2018-01-01,6.73707,40,코엔자임q10,Female
2018-01-01,3.32847,50,코엔자임q10,Female
2018-01-01,0.62636,60,코엔자임q10,Female
2018-02-01,0.02913,10,코엔자임q10,Female
2018-02-01,2.80407,20,코엔자임q10,Female
2018-02-01,7.45083,30,코엔자임q10,Female
2018-02-01,4.3627,40,코엔자임q10,Female
2018-02-01,0.94683,50,코엔자임q10,Female
2018-02-01,0.26219,60,코엔자임q10,Female
2018-03-01,0.13838,10,코엔자임q10,Female
2018-03-01,4.0568,20,코엔자임q10,Female
2018-03-01,11.29643,30,코엔자임q10,Female
2018-03-01,10.53896,40,코엔자임q10,Female
2018-03-01,5.3241,50,코엔자임q10,Female
2018-03-01,0.78659,60,코엔자임q10,Female
2018-04-01,0.08011,10,코엔자임q10,Female
2018-04-01,4.10779,20,코엔자임q10,Female
2018-04-01,10.79388,30,코엔자임q10,Female
2018-04-01,9.35178,40,코엔자임q10,Female
2018-04-01,3.84559,50,코엔자임q10,Female
2018-04-01,0.83029,60,코엔자임q10,Female
2018-05-01,0.48798,10,코엔자임q10,Female
2018-05-01,4.76329,20,코엔자임q10,Female
2018-05-01,13.83831,30,코엔자임q10,Female
2018-05-01,13.35761,40,코엔자임q10,Female
2018-05-01,6.35833,50,코엔자임q10,Female
2018-05-01,1.23088,60,코엔자임q10,Female
2018-06-01,0.21849,10,코엔자임q10,Female
2018-06-01,5.69555,20,코엔자임q10,Female
2018-06-01,15.14202,30,코엔자임q10,Female
2018-06-01,15.46977,40,코엔자임q10,Female
2018-06-01,7.84413,50,코엔자임q10,Female
2018-06-01,1.94464,60,코엔자임q10,Female
2018-07-01,0.10924,10,코엔자임q10,Female
2018-07-01,3.90386,20,코엔자임q10,Female
2018-07-01,15.12017,30,코엔자임q10,Female
2018-07-01,13.21922,40,코엔자임q10,Female
2018-07-01,6.1107,50,코엔자임q10,Female
2018-07-01,1.48579,60,코엔자임q10,Female
2018-08-01,0.10196,10,코엔자임q10,Female
2018-08-01,4.63219,20,코엔자임q10,Female
2018-08-01,13.70721,30,코엔자임q10,Female
2018-08-01,11.41296,40,코엔자임q10,Female
2018-08-01,4.54479,50,코엔자임q10,Female
2018-08-01,1.09978,60,코엔자임q10,Female
2018-09-01,0.25491,10,코엔자임q10,Female
2018-09-01,4.37727,20,코엔자임q10,Female
2018-09-01,13.55426,30,코엔자임q10,Female
2018-09-01,9.563,40,코엔자임q10,Female
2018-09-01,4.42825,50,코엔자임q10,Female
2018-09-01,1.68244,60,코엔자임q10,Female
2018-10-01,0.08739,10,코엔자임q10,Female
2018-10-01,4.1442,20,코엔자임q10,Female
2018-10-01,15.03277,30,코엔자임q10,Female
2018-10-01,13.91114,40,코엔자임q10,Female
2018-10-01,7.58922,50,코엔자임q10,Female
2018-10-01,1.87181,60,코엔자임q10,Female
2018-11-01,0.08739,10,코엔자임q10,Female
2018-11-01,4.63947,20,코엔자임q10,Female
2018-11-01,10.64093,30,코엔자임q10,Female
2018-11-01,9.11871,40,코엔자임q10,Female
2018-11-01,4.28259,50,코엔자임q10,Female
2018-11-01,1.31099,60,코엔자임q10,Female
